CLNN,DAYS,TIMES,TS_D,SAA
9328,0,심야,20,429
9328,0,아침오전,8,183
9328,0,오후,14,304
9328,0,저녁,7,99
9328,0,점심,8,156
9329,0,밤,5,60
9329,0,심야,16,285
9329,0,아침오전,10,87
9329,0,오후,9,145
9329,0,저녁,5,99
9329,0,점심,5,51
9330,0,밤,2,17
9330,0,심야,14,243
9330,0,아침오전,8,143
9330,0,오후,6,62
9330,0,저녁,5,38
9330,0,점심,8,175
9331,0,밤,6,145
9331,0,심야,13,245
9331,0,아침오전,12,268
9331,0,오후,3,101
9331,0,저녁,4,33
9331,0,점심,4,81
9332,0,밤,4,58
9332,0,심야,21,317
9332,0,아침오전,11,224
9332,0,오후,14,294
9332,0,저녁,9,191
9332,0,점심,5,89
9333,0,밤,6,154
9333,0,심야,11,196
9333,0,아침오전,12,218
9333,0,오후,8,139
9333,0,저녁,6,106
9333,0,점심,7,158
9334,0,밤,5,72
9334,0,심야,17,366
9334,0,아침오전,4,103
9334,0,오후,11,169
9334,0,저녁,7,95
9334,0,점심,3,53
9335,0,밤,10,219
9335,0,심야,14,254
9335,0,아침오전,4,43
9335,0,오후,7,94
9335,0,저녁,10,264
9335,0,점심,6,108
9336,0,밤,8,153
9336,0,심야,18,314
9336,0,아침오전,14,265
9336,0,오후,9,180
9336,0,저녁,5,123
9336,0,점심,9,170
9337,0,밤,3,73
9337,0,심야,14,239
9337,0,아침오전,6,78
9337,0,오후,8,165
9337,0,저녁,6,130
9337,0,점심,6,138
9338,0,밤,5,76
9338,0,심야,14,218
9338,0,아침오전,12,255
9338,0,오후,6,67
9338,0,저녁,10,195
9338,0,점심,8,113
9339,0,밤,3,47
9339,0,심야,10,259
9339,0,아침오전,11,230
9339,0,오후,13,230
9339,0,저녁,3,25
9339,0,점심,4,96
9340,0,밤,4,75
9340,0,심야,9,195
9340,0,아침오전,6,91
9340,0,오후,8,93
9340,0,저녁,8,111
9340,0,점심,9,147
9341,0,밤,6,94
9341,0,심야,17,268
9341,0,아침오전,9,143
9341,0,오후,7,149
9341,0,저녁,6,68
9341,0,점심,12,174
9342,0,밤,9,134
9342,0,심야,20,525
9342,0,아침오전,5,126
9342,0,오후,15,272
9342,0,저녁,4,63
9342,0,점심,5,106
9343,0,밤,8,134
9343,0,심야,11,229
9343,0,아침오전,9,146
9343,0,오후,9,142
9343,0,저녁,6,107
9343,0,점심,7,201
9344,0,밤,6,61
9344,0,심야,16,288
9344,0,아침오전,7,147
9344,0,오후,10,191
9344,0,저녁,10,177
9344,0,점심,7,112
9345,0,밤,4,111
9345,0,심야,5,95
9345,0,아침오전,10,156
9345,0,오후,9,144
9345,0,저녁,5,78
9345,0,점심,6,72
9346,0,밤,6,158
9346,0,심야,11,163
9346,0,아침오전,9,130
9346,0,오후,9,281
9346,0,저녁,8,166
9346,0,점심,8,133
9347,0,밤,5,117
9347,0,심야,13,267
9347,0,아침오전,9,152
9347,0,오후,12,271
9347,0,저녁,4,110
9347,0,점심,8,135
9348,0,밤,2,22
9348,0,심야,10,189
9348,0,아침오전,5,117
9348,0,오후,12,177
9348,0,저녁,8,140
9348,0,점심,8,113
9349,0,밤,3,61
9349,0,심야,15,192
9349,0,아침오전,6,127
9349,0,오후,3,52
9349,0,저녁,9,171
9349,0,점심,5,105
9350,0,밤,9,157
9350,0,심야,9,243
9350,0,아침오전,9,147
9350,0,오후,9,118
9350,0,저녁,8,160
9350,0,점심,6,106
9351,0,밤,9,163
9351,0,심야,19,339
9351,0,아침오전,5,116
9351,0,오후,5,81
9351,0,저녁,4,76
9351,0,점심,6,171
9352,0,밤,11,225
9352,0,심야,11,300
9352,0,아침오전,10,205
9352,0,오후,9,164
9352,0,저녁,5,74
9352,0,점심,4,93
9353,0,밤,8,160
9353,0,심야,25,449
9353,0,아침오전,7,102
9353,0,오후,8,136
9353,0,저녁,3,31
9353,0,점심,9,246
9354,0,밤,6,55
9354,0,심야,10,135
9354,0,아침오전,12,253
9354,0,오후,6,108
9354,0,저녁,10,214
9354,0,점심,8,146
9355,0,밤,8,173
9355,0,심야,17,322
9355,0,아침오전,3,63
9355,0,오후,7,132
9355,0,저녁,7,127
9355,0,점심,7,168
9356,0,밤,5,66
9356,0,심야,17,358
9356,0,아침오전,8,118
9356,0,오후,8,143
9356,0,저녁,9,103
9356,0,점심,4,61
9357,0,밤,6,90
9357,0,심야,19,255
9357,0,아침오전,15,279
9357,0,오후,6,138
9357,0,저녁,7,132
9357,0,점심,8,163
9358,0,밤,4,45
9358,0,심야,14,320
9358,0,아침오전,11,182
9358,0,오후,16,265
9358,0,저녁,3,26
9358,0,점심,4,69
9359,0,밤,10,109
9359,0,심야,15,272
9359,0,아침오전,7,147
9359,0,오후,12,243
9359,0,저녁,10,201
9359,0,점심,7,152
9360,0,밤,4,73
9360,0,심야,16,461
9360,0,아침오전,6,51
9360,0,오후,4,80
9360,0,저녁,4,75
9360,0,점심,10,163
9361,0,밤,6,121
9361,0,심야,16,306
9361,0,아침오전,10,171
9361,0,오후,8,152
9361,0,저녁,5,49
9361,0,점심,5,90
9362,0,밤,2,14
9362,0,심야,20,388
9362,0,아침오전,6,80
9362,0,오후,8,197
9362,0,저녁,10,169
9362,0,점심,5,108
9363,0,밤,6,82
9363,0,심야,13,200
9363,0,아침오전,13,254
9363,0,오후,11,187
9363,0,저녁,5,124
9363,0,점심,12,239
9364,0,밤,7,120
9364,0,심야,17,397
9364,0,아침오전,11,163
9364,0,오후,12,236
9364,0,저녁,10,195
9364,0,점심,5,67
9365,0,밤,7,172
9365,0,심야,16,336
9365,0,아침오전,3,44
9365,0,오후,12,306
9365,0,저녁,8,152
9365,0,점심,7,111
9366,0,밤,11,156
9366,0,심야,18,259
9366,0,아침오전,6,100
9366,0,오후,9,183
9366,0,저녁,11,242
9366,0,점심,7,187
9367,0,밤,11,236
9367,0,심야,20,383
9367,0,아침오전,11,225
9367,0,오후,9,206
9367,0,저녁,8,202
9367,0,점심,7,149
9368,0,밤,7,163
9368,0,심야,17,420
9368,0,아침오전,9,172
9368,0,오후,9,167
9368,0,저녁,6,123
9368,0,점심,5,79
9369,0,밤,6,84
9369,0,심야,23,391
9369,0,아침오전,9,133
9369,0,오후,6,89
9369,0,저녁,12,178
9369,0,점심,7,133
9370,0,밤,3,51
9370,0,심야,16,297
9370,0,아침오전,7,120
9370,0,오후,6,118
9370,0,저녁,10,127
9370,0,점심,7,135
9371,0,밤,5,64
9371,0,심야,15,231
9371,0,아침오전,12,181
9371,0,오후,11,192
9371,0,저녁,5,90
9371,0,점심,10,165
9372,0,밤,6,139
9372,0,심야,18,332
9372,0,아침오전,9,185
9372,0,오후,13,336
9372,0,저녁,9,184
9372,0,점심,6,114
9373,0,밤,2,53
9373,0,심야,16,240
9373,0,아침오전,15,312
9373,0,오후,13,256
9373,0,저녁,8,160
9373,0,점심,13,275
9374,0,밤,5,120
9374,0,심야,14,248
9374,0,아침오전,9,127
9374,0,오후,16,435
9374,0,저녁,12,218
9374,0,점심,10,129
9375,0,밤,10,179
9375,0,심야,17,281
9375,0,아침오전,10,167
9375,0,오후,9,185
9375,0,저녁,5,102
9375,0,점심,5,100
9376,0,밤,5,83
9376,0,심야,16,294
9376,0,아침오전,13,221
9376,0,오후,6,125
9376,0,저녁,8,170
9376,0,점심,10,240
9377,0,밤,13,205
9377,0,심야,17,374
9377,0,아침오전,10,148
9377,0,오후,12,225
9377,0,저녁,4,83
9377,0,점심,10,155
9378,0,밤,6,68
9378,0,심야,19,304
9378,0,아침오전,8,142
9378,0,오후,14,259
9378,0,저녁,11,246
9378,0,점심,3,24
9379,0,밤,5,124
9379,0,심야,15,240
9379,0,아침오전,5,99
9379,0,오후,7,101
9379,0,저녁,6,136
9379,0,점심,8,146
9380,0,밤,2,25
9380,0,심야,19,319
9380,0,아침오전,9,208
9380,0,오후,6,153
9380,0,저녁,9,164
9380,0,점심,7,101
9381,0,밤,8,133
9381,0,심야,5,94
9381,0,아침오전,10,316
9381,0,오후,4,78
9381,0,저녁,1,3
9381,0,점심,11,175
9382,0,밤,3,86
9382,0,심야,15,233
9382,0,아침오전,10,151
9382,0,오후,14,213
9382,0,저녁,2,62
9382,0,점심,8,171
9383,0,밤,4,118
9383,0,심야,9,195
9383,0,아침오전,13,268
9383,0,오후,4,65
9383,0,저녁,3,65
9383,0,점심,9,162
9384,0,밤,6,121
9384,0,심야,11,228
9384,0,아침오전,11,191
9384,0,오후,9,173
9384,0,저녁,3,48
9384,0,점심,6,87
9385,0,밤,6,124
9385,0,심야,20,424
9385,0,아침오전,10,160
9385,0,오후,10,201
9385,0,저녁,4,71
9385,0,점심,4,34
9386,0,밤,2,30
9386,0,심야,17,339
9386,0,아침오전,12,218
9386,0,오후,8,169
9386,0,저녁,4,53
9386,0,점심,5,120
9387,0,밤,5,100
9387,0,심야,10,136
9387,0,아침오전,13,203
9387,0,오후,12,253
9387,0,저녁,5,167
9387,0,점심,11,188
9388,0,밤,7,142
9388,0,심야,14,221
9388,0,아침오전,9,174
9388,0,오후,7,151
9388,0,저녁,8,192
9388,0,점심,5,98
9389,0,밤,7,120
9389,0,심야,16,333
9389,0,아침오전,8,155
9389,0,오후,16,423
9389,0,저녁,3,44
9389,0,점심,9,164
9390,0,밤,8,204
9390,0,심야,16,325
9390,0,아침오전,7,120
9390,0,오후,11,175
9390,0,저녁,13,285
9390,0,점심,3,61
9391,0,밤,8,165
9391,0,심야,16,327
9391,0,아침오전,9,135
9391,0,오후,7,121
9391,0,저녁,6,81
9391,0,점심,6,143
9392,0,밤,6,114
9392,0,심야,16,314
9392,0,아침오전,6,84
9392,0,오후,7,142
9392,0,저녁,3,89
9392,0,점심,4,85
9393,0,밤,8,225
9393,0,심야,11,264
9393,0,아침오전,8,231
9393,0,오후,7,142
9393,0,저녁,10,183
9393,0,점심,5,181
9394,0,밤,4,91
9394,0,심야,16,320
9394,0,아침오전,6,133
9394,0,오후,9,135
9394,0,저녁,2,28
9394,0,점심,10,170
9395,0,밤,8,105
9395,0,심야,14,291
9395,0,아침오전,4,54
9395,0,오후,5,109
9395,0,저녁,4,22
9395,0,점심,6,105
9396,0,밤,8,191
9396,0,심야,16,277
9396,0,아침오전,7,134
9396,0,오후,8,142
9396,0,저녁,5,113
9396,0,점심,6,112
9397,0,밤,7,149
9397,0,심야,11,283
9397,0,아침오전,10,129
9397,0,오후,3,34
9397,0,저녁,6,113
9397,0,점심,9,162
9398,0,밤,5,80
9398,0,심야,15,291
9398,0,아침오전,8,155
9398,0,오후,6,132
9398,0,저녁,7,120
9398,0,점심,6,131
9399,0,밤,4,43
9399,0,심야,14,287
9399,0,아침오전,7,199
9399,0,오후,10,188
9399,0,저녁,4,99
9399,0,점심,3,64
9400,0,밤,9,221
9400,0,심야,12,240
9400,0,아침오전,8,113
9400,0,오후,8,199
9400,0,저녁,8,172
9400,0,점심,5,82
9401,0,밤,4,61
9401,0,심야,20,469
9401,0,아침오전,8,93
9401,0,오후,13,223
9401,0,저녁,7,78
9401,0,점심,10,211
9402,0,밤,5,86
9402,0,심야,7,198
9402,0,아침오전,9,160
9402,0,오후,9,194
9402,0,저녁,5,74
9402,0,점심,10,311
9403,0,밤,7,141
9403,0,심야,9,162
9403,0,아침오전,4,96
9403,0,오후,9,133
9403,0,저녁,2,15
9403,0,점심,10,154
9404,0,밤,6,94
9404,0,심야,17,333
9404,0,아침오전,11,216
9404,0,오후,7,165
9404,0,저녁,5,67
9404,0,점심,9,204
9405,0,밤,5,138
9405,0,심야,19,329
9405,0,아침오전,9,143
9405,0,오후,12,183
9405,0,저녁,3,90
9405,0,점심,9,191
9406,0,밤,6,138
9406,0,심야,10,144
9406,0,아침오전,11,226
9406,0,오후,6,110
9406,0,저녁,5,95
9406,0,점심,5,125
9407,0,밤,3,65
9407,0,심야,18,334
9407,0,아침오전,5,98
9407,0,오후,13,202
9407,0,저녁,3,27
9407,0,점심,6,127
9408,0,밤,6,197
9408,0,심야,10,199
9408,0,아침오전,8,139
9408,0,오후,5,123
9408,0,저녁,10,159
9408,0,점심,8,136
9409,0,밤,4,56
9409,0,심야,18,364
9409,0,아침오전,12,260
9409,0,오후,9,195
9409,0,저녁,5,136
9409,0,점심,9,213
9410,0,밤,7,160
9410,0,심야,14,269
9410,0,아침오전,8,226
9410,0,오후,7,142
9410,0,저녁,7,148
9410,0,점심,11,163
9411,0,밤,9,229
9411,0,심야,15,310
9411,0,아침오전,11,263
9411,0,오후,8,121
9411,0,저녁,9,204
9411,0,점심,10,156
9412,0,밤,7,130
9412,0,심야,10,298
9412,0,아침오전,6,97
9412,0,오후,6,139
9412,0,저녁,2,26
9412,0,점심,2,38
9413,0,밤,5,87
9413,0,심야,21,476
9413,0,아침오전,7,162
9413,0,오후,9,128
9413,0,저녁,3,62
9413,0,점심,8,156
9414,0,밤,8,97
9414,0,심야,14,291
9414,0,아침오전,12,192
9414,0,오후,8,140
9414,0,저녁,6,122
9414,0,점심,12,190
9415,0,밤,8,214
9415,0,심야,14,305
9415,0,아침오전,5,69
9415,0,오후,8,124
9415,0,저녁,7,131
9415,0,점심,6,106
9416,0,밤,8,218
9416,0,심야,12,206
9416,0,아침오전,12,195
9416,0,오후,13,271
9416,0,저녁,4,56
9416,0,점심,8,108
9417,0,밤,5,75
9417,0,심야,21,377
9417,0,아침오전,6,85
9417,0,오후,7,158
9417,0,저녁,7,132
9417,0,점심,4,98
9418,0,밤,8,172
9418,0,심야,9,225
9418,0,아침오전,6,94
9418,0,오후,6,123
9418,0,저녁,7,87
9418,0,점심,3,43
9419,0,밤,10,192
9419,0,심야,8,139
9419,0,아침오전,10,141
9419,0,오후,10,111
9419,0,저녁,10,230
9419,0,점심,8,150
9420,0,밤,6,90
9420,0,심야,9,121
9420,0,아침오전,15,297
9420,0,오후,15,286
9420,0,저녁,5,128
9420,0,점심,5,91
9421,0,밤,9,156
9421,0,심야,13,198
9421,0,아침오전,8,174
9421,0,오후,12,173
9421,0,저녁,7,123
9421,0,점심,6,163
9422,0,밤,8,150
9422,0,심야,20,431
9422,0,아침오전,11,146
9422,0,오후,7,131
9422,0,저녁,5,71
9422,0,점심,5,144
9423,0,밤,5,44
9423,0,심야,10,138
9423,0,아침오전,9,169
9423,0,오후,9,128
9423,0,저녁,4,119
9423,0,점심,6,112
9424,0,밤,2,22
9424,0,심야,20,390
9424,0,아침오전,10,117
9424,0,오후,10,239
9424,0,저녁,3,70
9424,0,점심,7,88
9425,0,밤,8,129
9425,0,심야,11,212
9425,0,아침오전,8,77
9425,0,오후,11,206
9425,0,저녁,5,129
9425,0,점심,5,117
9426,0,밤,4,46
9426,0,심야,14,227
9426,0,아침오전,7,148
9426,0,오후,12,211
9426,0,저녁,3,27
9426,0,점심,8,154
9427,0,밤,4,63
9427,0,심야,20,404
9427,0,아침오전,7,149
9427,0,오후,16,267
9427,0,저녁,6,109
9427,0,점심,5,104
9428,0,밤,6,131
9428,0,심야,19,458
9428,0,아침오전,7,163
9428,0,오후,9,116
9428,0,저녁,6,146
9428,0,점심,7,128
9429,0,밤,7,85
9429,0,심야,12,212
9429,0,아침오전,6,103
9429,0,오후,8,104
9429,0,저녁,8,156
9429,0,점심,5,76
9430,0,밤,2,51
9430,0,심야,11,192
9430,0,아침오전,6,105
9430,0,오후,6,140
9430,0,저녁,8,175
9430,0,점심,4,131
9431,0,밤,14,246
9431,0,심야,12,209
9431,0,아침오전,6,133
9431,0,오후,6,101
9431,0,저녁,3,68
9431,0,점심,2,19
9432,0,밤,8,191
9432,0,심야,10,218
9432,0,아침오전,16,242
9432,0,오후,10,183
9432,0,저녁,4,52
9432,0,점심,1,3
9433,0,밤,5,78
9433,0,심야,18,274
9433,0,아침오전,11,204
9433,0,오후,13,222
9433,0,저녁,7,150
9433,0,점심,3,34
9434,0,밤,9,231
9434,0,심야,14,199
9434,0,오후,11,117
9434,0,저녁,6,91
9434,0,점심,4,67
9435,0,밤,6,180
9435,0,심야,10,192
9435,0,아침오전,6,90
9435,0,오후,3,32
9435,0,저녁,10,212
9435,0,점심,7,165
9436,0,밤,8,156
9436,0,심야,18,297
9436,0,아침오전,8,119
9436,0,오후,11,202
9436,0,저녁,7,104
9436,0,점심,7,151
9437,0,밤,7,127
9437,0,심야,9,139
9437,0,아침오전,10,222
9437,0,오후,10,167
9437,0,저녁,12,194
9437,0,점심,9,173
9438,0,밤,5,116
9438,0,심야,14,276
9438,0,아침오전,12,275
9438,0,오후,10,141
9438,0,저녁,6,107
9438,0,점심,5,104
9439,0,밤,3,97
9439,0,심야,13,230
9439,0,아침오전,7,104
9439,0,오후,12,202
9439,0,저녁,4,95
9439,0,점심,3,48
9440,0,밤,3,68
9440,0,심야,18,301
9440,0,아침오전,2,58
9440,0,오후,9,150
9440,0,저녁,8,172
9440,0,점심,7,121
9441,0,밤,5,138
9441,0,심야,14,267
9441,0,아침오전,8,103
9441,0,오후,4,66
9441,0,저녁,5,114
9441,0,점심,4,66
9442,0,밤,6,189
9442,0,심야,12,248
9442,0,아침오전,3,45
9442,0,오후,3,56
9442,0,저녁,9,146
9442,0,점심,5,68
9443,0,밤,7,130
9443,0,심야,16,320
9443,0,아침오전,10,234
9443,0,오후,7,104
9443,0,저녁,5,102
9443,0,점심,3,76
9444,0,밤,5,141
9444,0,심야,8,127
9444,0,아침오전,16,345
9444,0,오후,8,205
9444,0,저녁,7,145
9444,0,점심,5,132
9445,0,밤,8,203
9445,0,심야,10,157
9445,0,아침오전,12,216
9445,0,오후,7,143
9445,0,저녁,3,103
9445,0,점심,9,229
9446,0,밤,6,166
9446,0,심야,16,320
9446,0,아침오전,8,110
9446,0,오후,6,123
9446,0,저녁,4,93
9446,0,점심,8,191
9447,0,밤,7,118
9447,0,심야,19,366
9447,0,아침오전,7,173
9447,0,오후,12,263
9447,0,저녁,5,109
9447,0,점심,5,101
9447,999,심야,1,49
9448,0,밤,3,45
9448,0,심야,13,232
9448,0,아침오전,6,194
9448,0,오후,14,255
9448,0,저녁,9,210
9448,0,점심,7,69
9449,0,밤,9,138
9449,0,심야,16,208
9449,0,아침오전,6,187
9449,0,오후,6,92
9449,0,저녁,4,61
9449,0,점심,5,107
9450,0,밤,6,131
9450,0,심야,17,380
9450,0,아침오전,8,113
9450,0,오후,12,302
9450,0,저녁,1,12
9450,0,점심,6,101
9451,0,밤,8,124
9451,0,심야,10,182
9451,0,아침오전,13,204
9451,0,오후,12,236
9451,0,저녁,6,87
9451,0,점심,5,96
9452,0,밤,13,229
9452,0,심야,12,206
9452,0,아침오전,8,124
9452,0,오후,8,162
9452,0,저녁,5,46
9452,0,점심,7,143
9453,0,밤,6,101
9453,0,심야,13,203
9453,0,아침오전,9,207
9453,0,오후,9,205
9453,0,저녁,3,40
9453,0,점심,6,51
9454,0,밤,11,174
9454,0,심야,18,338
9454,0,아침오전,9,146
9454,0,오후,7,121
9454,0,저녁,6,109
9454,0,점심,9,195
9455,0,밤,6,110
9455,0,심야,14,266
9455,0,아침오전,5,110
9455,0,오후,12,246
9455,0,저녁,7,147
9455,0,점심,10,146
9456,0,밤,9,203
9456,0,심야,18,271
9456,0,아침오전,14,309
9456,0,오후,10,220
9456,0,저녁,5,110
9456,0,점심,4,85
9457,0,밤,5,80
9457,0,심야,18,335
9457,0,아침오전,7,135
9457,0,오후,12,200
9457,0,저녁,3,43
9457,0,점심,1,33
9458,0,밤,5,105
9458,0,심야,15,258
9458,0,아침오전,9,186
9458,0,오후,5,107
9458,0,저녁,3,58
9458,0,점심,4,51
9459,0,밤,4,57
9459,0,심야,18,353
9459,0,아침오전,6,104
9459,0,오후,16,317
9459,0,저녁,8,133
9459,0,점심,6,113
9460,0,밤,6,90
9460,0,심야,13,238
9460,0,아침오전,9,166
9460,0,오후,13,184
9460,0,저녁,12,264
9460,0,점심,12,289
9461,0,밤,2,26
9461,0,심야,12,153
9461,0,아침오전,8,78
9461,0,오후,9,155
9461,0,저녁,4,90
9461,0,점심,6,77
9462,0,밤,8,83
9462,0,심야,11,230
9462,0,아침오전,6,108
9462,0,오후,12,246
9462,0,저녁,8,105
9462,0,점심,8,155
9463,0,밤,9,154
9463,0,심야,12,210
9463,0,아침오전,9,189
9463,0,오후,6,137
9463,0,저녁,8,108
9463,0,점심,5,56
9464,0,밤,8,131
9464,0,심야,15,223
9464,0,아침오전,8,130
9464,0,오후,4,84
9464,0,저녁,4,61
9464,0,점심,8,139
9465,0,밤,6,68
9465,0,심야,13,195
9465,0,아침오전,8,201
9465,0,오후,10,169
9465,0,저녁,8,169
9465,0,점심,5,121
9466,0,밤,10,219
9466,0,심야,20,409
9466,0,아침오전,13,180
9466,0,오후,5,56
9466,0,저녁,11,207
9466,0,점심,2,27
9467,0,밤,10,230
9467,0,심야,17,349
9467,0,아침오전,10,243
9467,0,오후,11,195
9467,0,저녁,8,114
9467,0,점심,8,187
9468,0,밤,7,111
9468,0,심야,18,340
9468,0,아침오전,9,159
9468,0,오후,10,267
9468,0,저녁,5,101
9468,0,점심,2,57
9469,0,밤,6,162
9469,0,심야,10,184
9469,0,아침오전,6,119
9469,0,오후,5,151
9469,0,저녁,4,77
9469,0,점심,9,140
9470,0,밤,5,108
9470,0,심야,17,275
9470,0,아침오전,8,171
9470,0,오후,10,159
9470,0,저녁,6,133
9470,0,점심,7,153
9471,0,밤,5,77
9471,0,심야,16,305
9471,0,아침오전,2,12
9471,0,오후,7,125
9471,0,저녁,3,116
9471,0,점심,13,192
9472,0,밤,10,115
9472,0,심야,17,358
9472,0,아침오전,6,180
9472,0,오후,7,78
9472,0,저녁,6,120
9472,0,점심,8,195
9473,0,밤,8,176
9473,0,심야,13,273
9473,0,아침오전,9,235
9473,0,오후,11,197
9473,0,저녁,7,165
9473,0,점심,2,23
9474,0,밤,7,155
9474,0,심야,12,214
9474,0,아침오전,7,119
9474,0,오후,12,263
9474,0,저녁,7,114
9474,0,점심,10,216
9475,0,밤,7,119
9475,0,심야,17,323
9475,0,아침오전,4,87
9475,0,오후,9,184
9475,0,저녁,5,126
9475,0,점심,5,98
9476,0,밤,9,183
9476,0,심야,12,227
9476,0,아침오전,9,109
9476,0,오후,6,111
9476,0,저녁,4,63
9476,0,점심,4,42
9477,0,밤,9,181
9477,0,심야,4,87
9477,0,아침오전,16,337
9477,0,오후,9,299
9477,0,저녁,7,121
9477,0,점심,9,115
9478,0,심야,15,272
9478,0,아침오전,9,174
9478,0,오후,13,208
9478,0,저녁,8,132
9478,0,점심,9,162
9479,0,밤,3,72
9479,0,심야,8,150
9479,0,아침오전,10,205
9479,0,오후,9,201
9479,0,저녁,5,78
9479,0,점심,10,179
9480,0,밤,5,112
9480,0,심야,12,172
9480,0,아침오전,9,204
9480,0,오후,7,126
9480,0,저녁,8,143
9480,0,점심,9,134
9481,0,밤,8,133
9481,0,심야,20,523
9481,0,아침오전,12,224
9481,0,오후,3,46
9481,0,저녁,7,182
9481,0,점심,7,122
9482,0,밤,5,183
9482,0,심야,13,221
9482,0,아침오전,7,107
9482,0,오후,8,119
9482,0,저녁,10,191
9482,0,점심,9,160
9483,0,밤,7,109
9483,0,심야,17,295
9483,0,아침오전,7,94
9483,0,오후,8,198
9483,0,저녁,8,257
9483,0,점심,5,107
9484,0,밤,5,127
9484,0,심야,15,278
9484,0,아침오전,7,98
9484,0,오후,7,168
9484,0,저녁,6,72
9484,0,점심,11,165
9485,0,밤,11,244
9485,0,심야,16,426
9485,0,아침오전,9,153
9485,0,오후,5,67
9485,0,저녁,5,98
9485,0,점심,7,112
9486,0,밤,4,120
9486,0,심야,10,171
9486,0,아침오전,14,341
9486,0,오후,8,75
9486,0,저녁,4,55
9486,0,점심,7,79
9487,0,밤,6,159
9487,0,심야,19,397
9487,0,아침오전,5,96
9487,0,오후,11,263
9487,0,저녁,8,132
9487,0,점심,10,152
9488,0,밤,3,100
9488,0,심야,9,163
9488,0,아침오전,7,138
9488,0,오후,7,132
9488,0,저녁,4,73
9488,0,점심,6,204
9489,0,밤,3,39
9489,0,심야,12,191
9489,0,아침오전,7,107
9489,0,오후,6,120
9489,0,저녁,7,126
9489,0,점심,5,143
9490,0,밤,6,122
9490,0,심야,15,334
9490,0,아침오전,8,117
9490,0,오후,7,149
9490,0,저녁,9,246
9490,0,점심,4,93
9491,0,밤,10,167
9491,0,심야,9,210
9491,0,아침오전,14,226
9491,0,오후,10,228
9491,0,저녁,5,106
9491,0,점심,10,186
9492,0,밤,4,58
9492,0,심야,12,178
9492,0,아침오전,11,184
9492,0,오후,8,134
9492,0,저녁,8,157
9492,0,점심,9,188
9493,0,밤,4,58
9493,0,심야,19,413
9493,0,아침오전,14,209
9493,0,오후,12,188
9493,0,저녁,8,169
9493,0,점심,5,74
9494,0,밤,11,207
9494,0,심야,12,184
9494,0,아침오전,2,41
9494,0,오후,4,80
9494,0,저녁,8,155
9494,0,점심,9,150
9495,0,밤,5,139
9495,0,심야,24,484
9495,0,아침오전,6,112
9495,0,오후,8,239
9495,0,저녁,5,88
9495,0,점심,4,84
9496,0,밤,5,99
9496,0,심야,9,195
9496,0,아침오전,12,260
9496,0,오후,9,145
9496,0,저녁,6,126
9496,0,점심,7,95
9497,0,밤,3,50
9497,0,심야,12,133
9497,0,아침오전,6,112
9497,0,오후,8,139
9497,0,저녁,10,183
9497,0,점심,9,156
9498,0,밤,11,323
9498,0,심야,16,319
9498,0,아침오전,8,142
9498,0,오후,8,154
9498,0,저녁,6,111
9498,0,점심,9,263
9499,0,밤,5,114
9499,0,심야,16,354
9499,0,아침오전,3,52
9499,0,오후,9,180
9499,0,저녁,5,83
9499,0,점심,9,174
9500,0,밤,7,120
9500,0,심야,13,229
9500,0,아침오전,5,104
9500,0,오후,6,137
9500,0,저녁,11,249
9500,0,점심,8,162
9501,0,밤,6,93
9501,0,심야,13,262
9501,0,아침오전,9,146
9501,0,오후,6,107
9501,0,저녁,7,116
9501,0,점심,3,46
9502,0,밤,6,116
9502,0,심야,14,286
9502,0,아침오전,5,97
9502,0,오후,5,114
9502,0,저녁,8,171
9502,0,점심,6,142
9503,0,밤,12,267
9503,0,심야,14,267
9503,0,아침오전,3,32
9503,0,오후,5,58
9503,0,저녁,5,117
9503,0,점심,3,83
9504,0,밤,8,150
9504,0,심야,13,255
9504,0,아침오전,9,185
9504,0,오후,13,211
9504,0,저녁,13,249
9504,0,점심,6,148
9505,0,밤,5,57
9505,0,심야,10,297
9505,0,아침오전,5,79
9505,0,오후,6,84
9505,0,저녁,11,117
9505,0,점심,7,149
9506,0,밤,5,106
9506,0,심야,21,351
9506,0,아침오전,4,44
9506,0,오후,11,241
9506,0,저녁,6,45
9506,0,점심,8,176
9507,0,밤,5,64
9507,0,심야,13,222
9507,0,아침오전,7,179
9507,0,오후,5,67
9507,0,저녁,5,107
9507,0,점심,4,101
9508,0,밤,11,150
9508,0,심야,14,320
9508,0,아침오전,8,120
9508,0,오후,3,29
9508,0,저녁,11,266
9508,0,점심,4,96
9509,0,밤,4,61
9509,0,심야,16,253
9509,0,아침오전,10,261
9509,0,오후,11,213
9509,0,저녁,5,113
9509,0,점심,6,141
9510,0,밤,6,95
9510,0,심야,20,321
9510,0,아침오전,11,239
9510,0,오후,6,101
9510,0,저녁,5,83
9510,0,점심,8,127
9511,0,밤,8,116
9511,0,심야,14,254
9511,0,아침오전,9,207
9511,0,오후,10,161
9511,0,저녁,2,53
9511,0,점심,4,105
9512,0,밤,8,171
9512,0,심야,15,282
9512,0,아침오전,8,129
9512,0,오후,9,129
9512,0,저녁,9,184
9512,0,점심,11,197
9513,0,밤,10,122
9513,0,심야,15,323
9513,0,아침오전,8,144
9513,0,오후,10,199
9513,0,저녁,2,9
9513,0,점심,5,89
9514,0,밤,4,85
9514,0,심야,20,377
9514,0,아침오전,9,145
9514,0,오후,12,172
