CLNN,MCT_ADM_GDS_APB_CD,CLNN,FINAL_CD,SAA,DOF_TF,DAW_CCD,MCT_N,TIME
17882,47,35764,122,49,0,5,93,170972
17882,27,17882,90,36,0,0,83,132014
17882,13,17882,30,31,0,4,50,195501
17883,45,17883,87,36,0,5,67,148718
17883,7,17883,45,35,0,0,74,163349
17883,40,17883,72,32,1,1,25,232495
17884,44,17884,62,46,0,0,0,5839
17884,13,35768,115,36,0,2,87,311896
17884,14,17884,89,34,1,2,36,112182
17885,11,35770,153,56,0,4,164,103163
17885,15,53655,205,38,0,4,180,317501
17885,12,17885,65,33,0,3,50,145650
17886,29,17886,76,45,0,3,43,166169
17886,3,17886,12,27,0,1,42,56064
17886,25,17886,84,27,1,0,23,51285
17887,2,35774,66,66,0,5,130,85882
17887,23,17887,76,36,0,1,87,30699
17887,10,17887,46,30,1,0,74,14037
17888,5,35776,142,75,0,4,43,139110
17888,45,17888,92,52,1,2,14,233918
17888,52,35776,28,50,1,4,77,45280
17889,75,17889,28,40,0,5,34,218569
17889,2,35778,73,30,1,7,16,244933
17889,42,17889,59,23,0,1,91,237544
17890,41,17890,49,48,0,0,91,133293
17890,0,17890,9,39,1,5,98,153678
17890,23,17890,29,39,0,3,29,11754
17891,40,53673,185,74,0,6,108,97789
17891,2,17891,56,28,0,2,38,200303
17891,1,35782,168,27,0,1,96,293044
17892,0,35784,156,49,1,6,93,250348
17892,38,35784,151,48,1,6,47,332936
17892,2,17892,5,37,0,5,49,77169
17893,10,17893,87,54,0,3,14,127516
17893,23,17893,92,39,0,0,11,103072
17893,88,17893,70,34,0,2,37,165794
17894,1,53682,193,61,2,7,85,280212
17894,2,17894,33,57,1,4,10,163281
17894,8,17894,78,37,0,2,95,51068
17895,29,35790,129,43,0,0,108,327981
17895,89,17895,71,42,0,3,19,103189
17895,33,17895,32,37,0,4,77,8878
17896,18,71584,211,58,0,11,264,385624
17896,65,17896,56,50,1,2,3,223591
17896,46,17896,78,50,0,5,74,218307
17897,34,35794,123,50,1,8,136,411245
17897,30,35794,58,49,0,0,127,49052
17897,3,17897,36,37,0,1,16,109368
17898,4,35796,53,38,2,6,79,217438
17898,36,17898,1,34,0,1,53,6268
17898,32,17898,6,28,0,3,89,20334
17899,37,35798,57,47,2,5,60,373575
17899,4,35798,138,42,0,7,131,341014
17899,27,17899,57,32,1,3,7,215596
17900,26,35800,129,60,1,9,64,285253
17900,7,17900,61,30,0,2,66,87465
17900,60,17900,12,26,0,0,68,193069
17901,2,17901,65,51,1,2,54,173766
17901,14,17901,16,43,0,0,70,93718
17901,21,17901,34,38,0,1,38,224541
17902,13,35804,79,89,2,5,33,221476
17902,36,53706,175,52,1,5,186,219848
17902,15,17902,18,49,0,5,38,196267
17903,12,35806,105,59,2,3,93,216573
17903,1,17903,13,44,0,4,26,171105
17903,4,35806,65,36,0,9,81,245934
17904,42,17904,13,55,0,1,50,40681
17904,22,35808,89,50,1,5,94,415348
17904,5,17904,21,28,0,4,10,88157
17905,45,17905,32,39,0,0,51,232915
17905,14,35810,98,32,0,6,98,324763
17905,29,35810,58,32,0,7,66,234388
17906,21,17906,61,44,1,4,95,95452
17906,16,17906,64,32,1,1,47,166349
17906,1,17906,26,26,0,0,30,130918
17907,13,53721,163,52,1,9,161,470114
17907,35,35814,121,52,0,5,98,20105
17907,5,17907,29,36,1,1,53,125700
17908,49,17908,39,59,1,5,52,6554
17908,69,17908,21,37,1,3,68,49614
17908,8,17908,69,29,0,3,98,158103
17909,10,35818,100,67,0,7,121,341977
17909,24,17909,93,34,0,2,40,18317
17909,19,17909,90,30,0,3,16,58184
17910,3,35820,26,44,0,3,123,396351
17910,30,17910,0,39,0,4,47,217978
17910,7,17910,75,36,0,5,8,72889
17911,41,17911,3,25,0,5,66,25436
17911,19,17911,42,24,0,2,85,70034
17911,23,17911,13,24,0,4,33,85004
17912,11,35824,104,38,0,1,146,215708
17912,25,17912,29,35,1,4,45,238995
17912,6,17912,94,26,1,4,78,62986
17913,21,35826,171,65,1,9,41,304180
17913,15,35826,128,37,0,3,127,169970
17913,38,17913,2,26,0,2,48,52699
17914,8,53742,202,70,2,11,225,332775
17914,69,17914,74,54,0,3,90,101176
17914,39,17914,83,52,0,3,24,110323
17915,42,35830,166,37,2,7,93,170518
17915,16,17915,20,33,0,3,5,199237
17915,26,17915,8,25,0,0,77,53303
17916,6,17916,51,48,1,0,45,203370
17916,23,35832,157,37,1,9,111,171732
17916,13,17916,0,35,0,3,48,192799
17917,1,35834,105,33,0,10,131,173326
17917,37,35834,119,26,0,8,120,336527
17917,36,35834,120,24,2,1,57,462136
17918,9,17918,86,57,0,4,24,217423
17918,13,17918,60,35,1,2,6,109614
17918,11,17918,37,30,0,5,33,168611
17919,22,53757,131,49,3,13,89,480210
17919,6,17919,70,35,0,4,16,155624
17919,12,17919,6,26,0,1,99,138968
17920,81,17920,88,45,0,0,17,117719
17920,0,17920,53,36,1,3,70,21352
17920,36,35840,63,28,2,8,83,235291
17921,2,35842,26,53,1,5,57,238149
17921,57,17921,36,39,0,3,69,212953
17921,19,17921,26,35,0,5,46,32248
17922,10,17922,62,57,0,4,75,108131
17922,38,35844,119,54,0,5,118,259459
17922,5,17922,5,27,0,1,93,56248
17923,22,35846,76,54,0,7,47,228250
17923,45,17923,56,41,1,2,49,118010
17923,36,17923,77,37,0,1,57,39302
17924,6,35848,135,50,1,5,68,77021
17924,63,17924,23,29,0,4,42,6015
17924,4,17924,3,26,1,1,51,157440
17925,5,35850,187,60,1,10,45,389724
17925,66,17925,91,41,1,2,70,225623
17925,10,35850,30,38,0,6,154,232317
17926,29,17926,31,49,0,4,85,14318
17926,9,17926,4,30,0,4,96,91688
17926,30,17926,50,30,0,4,36,195378
17927,21,35854,23,69,0,8,63,237676
17927,8,35854,117,59,0,1,145,436623
17927,20,35854,39,41,1,5,59,231951
17928,37,17928,80,35,1,3,29,5645
17928,3,17928,48,27,1,2,50,49048
17928,29,17928,86,27,1,3,27,65130
17929,34,17929,99,32,0,2,30,32022
17929,50,17929,59,32,1,2,86,236000
17929,8,17929,15,22,1,3,76,208338
17930,31,17930,75,35,0,0,15,85022
17930,44,17930,50,35,0,5,18,70878
17930,7,35860,23,31,1,7,93,240713
17931,46,17931,4,58,0,3,53,220800
17931,20,17931,50,38,0,1,91,130444
17931,58,17931,35,31,0,0,68,111707
17932,28,17932,16,68,0,4,59,54871
17932,8,17932,1,54,0,5,41,50582
17932,35,17932,34,39,0,3,98,36595
17933,94,17933,21,37,0,1,48,196241
17933,11,35866,107,28,1,2,72,269826
17933,20,17933,79,24,0,4,31,189685
17934,33,17934,5,58,0,0,11,176331
17934,45,17934,41,53,1,4,50,212668
17934,13,35868,150,46,0,4,42,123097
17935,5,17935,44,52,0,3,46,37517
17935,7,17935,6,37,0,5,8,115881
17935,9,17935,19,31,0,2,56,19926
17936,44,17936,91,39,0,1,23,138724
17936,17,17936,13,35,1,2,56,10046
17936,1,35872,76,33,0,5,135,345074
17937,63,17937,94,48,0,4,33,45445
17937,19,17937,34,44,1,2,54,180438
17937,18,17937,19,31,0,0,71,14014
17938,46,17938,28,59,0,3,50,108816
17938,2,35876,35,47,0,6,126,337211
17938,44,53814,22,42,1,12,95,268773
17939,23,17939,60,48,0,2,36,133803
17939,30,17939,39,34,0,2,13,153011
17939,14,17939,35,30,0,2,48,53079
17940,44,35880,89,41,1,4,133,226499
17940,17,17940,58,32,0,1,80,103868
17940,33,17940,91,31,0,2,8,172901
17941,24,53823,168,80,0,12,146,453642
17941,2,17941,8,50,0,0,74,116225
17941,8,35882,36,42,1,5,51,290678
17942,25,53826,144,74,0,6,181,363705
17942,10,35884,121,55,0,6,28,128076
17942,37,17942,73,32,0,4,62,213265
17943,10,35886,62,42,1,7,92,40263
17943,34,17943,75,42,1,0,96,224894
17943,29,35886,139,42,0,4,82,170443
17944,18,17944,14,50,0,3,47,60270
17944,9,35888,83,47,2,2,103,135480
17944,32,17944,41,45,0,0,93,196997
17945,24,35890,58,47,0,6,64,393933
17945,4,17945,9,19,0,5,82,18082
17945,29,17945,41,19,0,2,0,192423
17946,7,17946,10,55,0,2,55,51266
17946,1,35892,164,51,2,4,79,171557
17946,39,17946,15,45,0,3,70,62644
17947,2,53841,42,54,1,3,181,300950
17947,6,17947,98,29,0,1,90,136521
17947,34,17947,3,26,0,1,99,227889
17948,5,17948,90,42,1,3,47,198363
17948,20,17948,8,31,0,2,96,91279
17948,37,17948,49,30,0,1,13,55561
17949,10,35898,139,51,0,2,147,151755
17949,55,17949,14,31,0,1,60,95892
17949,63,17949,47,31,1,2,24,91014
17950,53,17950,3,59,1,1,64,104461
17950,16,35900,30,50,1,7,158,172727
17950,48,17950,4,44,0,4,91,206441
17951,22,17951,6,46,0,1,11,53343
17951,13,17951,52,45,0,1,86,209796
17951,61,17951,18,36,0,3,93,74060
17952,9,17952,22,43,1,1,83,132755
17952,2,35904,105,40,2,4,115,212437
17952,4,17952,60,38,0,4,92,150304
17953,23,17953,18,52,0,3,92,81174
17953,26,17953,18,42,0,1,84,108101
17953,9,17953,16,38,0,4,28,65998
17954,6,35908,100,62,1,9,166,332318
17954,5,17954,37,37,1,1,30,68680
17954,42,17954,77,31,0,4,39,190556
17955,4,35910,142,33,0,7,97,459071
17955,15,17955,81,27,0,0,31,234940
17955,43,17955,14,26,0,1,14,19313
17956,52,53868,165,67,1,10,178,476824
17956,29,35912,37,51,1,7,106,338246
17956,8,35912,51,45,0,0,128,269938
17957,28,17957,10,44,0,1,97,17480
17957,7,17957,81,24,0,3,74,7870
17957,41,17957,70,23,0,3,0,41007
17958,13,17958,90,53,1,1,79,231462
17958,8,35916,74,38,0,5,142,246837
17958,24,35916,109,36,1,7,144,249588
17959,15,35918,122,60,1,6,137,295942
17959,1,35918,33,57,0,5,90,237904
17959,38,17959,20,46,0,1,36,4209
17960,43,17960,93,55,0,4,93,89578
17960,20,17960,20,31,0,0,34,72931
17960,8,17960,9,30,0,4,92,54547
17961,24,35922,155,62,1,8,83,128472
17961,16,17961,60,40,0,4,4,122117
17961,41,17961,23,36,0,4,69,226849
17962,67,17962,58,46,0,1,78,111601
17962,39,17962,15,39,0,3,24,104969
17962,4,17962,88,32,0,5,85,71955
17963,7,35926,120,66,0,8,128,344544
17963,29,17963,86,44,0,1,8,108231
17963,41,17963,82,42,0,3,53,219926
17964,45,35928,143,80,1,3,45,291822
17964,30,17964,52,50,0,3,33,237976
17964,28,35928,151,38,0,5,8,412893
17965,19,17965,53,66,0,0,75,37204
17965,56,17965,99,50,0,0,2,12526
17965,9,17965,17,30,0,0,29,189281
17966,32,17966,76,33,1,4,84,17013
17966,2,35932,175,30,0,1,74,277229
17966,20,17966,51,23,0,2,90,163707
17967,34,17967,34,41,0,3,25,146226
17967,2,35934,70,28,0,5,146,223123
17967,25,17967,31,28,1,4,87,42546
17968,31,17968,56,47,1,3,82,133419
17968,43,17968,16,40,0,0,65,66371
17968,73,17968,63,33,0,0,54,90193
17969,7,17969,27,45,1,1,35,61135
17969,47,35938,154,43,0,6,11,181739
17969,66,35938,93,43,0,6,133,333050
17970,13,35940,114,42,2,2,79,280140
17970,20,17970,99,36,0,4,48,174368
17970,1,17970,83,30,0,0,6,190080
17971,20,17971,95,61,0,4,21,103627
17971,18,17971,55,42,0,2,42,118733
17971,19,17971,72,37,0,2,25,14457
17972,13,35944,52,75,2,7,135,212237
17972,15,35944,107,66,0,8,66,116839
17972,18,17972,37,52,0,2,36,209549
17973,29,17973,52,51,0,1,99,25346
17973,31,17973,89,39,0,0,80,6067
17973,14,17973,92,33,0,2,75,144121
17974,18,17974,39,45,0,1,86,62286
17974,36,17974,14,29,0,2,58,164619
17974,31,17974,14,23,0,1,7,154995
17975,24,53925,168,69,0,8,194,425667
17975,21,35950,139,48,0,8,41,302864
17975,34,17975,88,26,0,1,67,203346
17976,40,17976,29,48,0,0,87,57777
17976,35,17976,57,42,0,3,88,134398
17976,29,17976,68,37,0,2,17,137164
17977,3,53931,132,76,2,7,125,301440
17977,20,35954,135,60,1,6,103,145676
17977,39,17977,90,45,1,5,19,130252
17978,43,17978,88,52,0,5,76,152567
17978,18,17978,47,46,0,3,75,80048
17978,21,17978,21,22,1,4,85,194076
17979,9,17979,67,28,0,1,34,222487
17979,30,17979,85,26,0,0,64,110552
17979,5,35958,78,22,1,8,14,121453
17980,11,35960,145,75,0,7,140,84430
17980,29,17980,50,46,1,1,38,114045
17980,19,35960,92,33,1,3,75,187727
17981,62,17981,76,48,1,2,87,47884
17981,36,17981,35,38,0,2,27,124699
17981,24,35962,90,32,0,10,104,298143
17982,31,17982,35,48,0,2,29,103680
17982,29,17982,28,35,1,1,79,169920
17982,13,17982,16,28,0,2,60,205964
17983,22,35966,106,52,0,4,116,363426
17983,4,35966,137,46,0,4,107,264604
17983,39,17983,65,39,0,0,46,28811
17984,41,35968,99,61,1,4,49,223276
17984,23,53952,172,55,0,5,61,328920
17984,16,35968,57,51,1,4,103,141052
17985,6,53955,111,55,0,2,175,661608
17985,5,35970,123,54,1,6,94,216018
17985,4,35970,122,42,0,4,112,331618
17986,11,35972,44,49,0,2,120,271706
17986,8,35972,32,46,0,4,169,86722
17986,23,17986,46,42,0,1,7,188715
17987,36,17987,44,61,0,4,34,118016
17987,35,17987,28,53,0,5,97,151891
17987,47,17987,54,47,1,4,18,116639
17988,10,17988,36,43,0,0,92,116538
17988,14,35976,143,43,0,7,112,268868
17988,26,17988,33,39,1,5,27,174151
17989,8,17989,59,39,0,4,90,111304
17989,58,17989,91,29,1,3,89,20951
17989,32,17989,72,24,1,1,15,81158
17990,12,17990,14,47,0,4,95,149021
17990,22,17990,56,42,0,2,36,55489
17990,40,35980,77,40,0,4,134,151866
17991,2,17991,88,35,1,5,85,34078
17991,48,17991,93,29,1,2,59,130505
17991,59,17991,73,26,0,2,31,212462
17992,6,17992,40,48,0,1,41,239544
17992,59,17992,70,31,0,2,12,98823
17992,2,17992,34,29,1,2,37,105351
17993,1,53979,202,54,1,1,178,346794
17993,25,17993,80,37,0,3,5,125115
17993,28,35986,161,34,1,3,45,368651
17994,13,35988,126,50,1,5,50,341967
17994,14,35988,74,48,1,5,123,126429
17994,4,35988,29,44,0,6,91,271231
17995,11,71980,225,70,1,7,212,283440
17995,30,53985,192,56,0,2,163,371478
17995,29,17995,23,40,0,0,65,159961
17996,11,35992,81,63,1,1,184,256744
17996,41,17996,14,33,0,1,85,26067
17996,12,17996,27,30,1,5,46,236807
17997,14,35994,174,46,0,7,132,100679
17997,4,35994,106,36,2,6,99,408125
17997,2,17997,42,34,0,0,72,33710
17998,26,35996,59,40,0,4,101,272036
17998,27,17998,91,31,1,5,5,123811
17998,3,17998,45,21,1,4,9,211826
17999,15,35998,77,33,0,6,104,238932
17999,5,17999,55,20,0,5,34,218713
17999,24,17999,73,20,0,2,79,743
18000,9,18000,59,41,0,0,86,92742
18000,29,18000,18,26,0,1,18,79951
18000,20,18000,51,25,0,4,37,80718
18001,15,36002,150,67,1,9,83,356718
18001,18,36002,185,41,0,4,163,94878
18001,33,18001,45,32,0,2,19,238717
18002,3,54006,112,106,0,14,157,492715
18002,18,54006,170,92,0,8,183,207228
18002,17,36004,64,41,1,0,69,140631
18003,21,54009,117,54,0,4,60,333567
18003,13,18003,87,47,0,5,25,212572
18003,40,18003,59,39,1,5,53,188440
18004,52,18004,84,32,0,0,16,176428
18004,48,36008,94,28,1,4,66,312801
18004,2,18004,81,23,0,5,81,106456
18005,30,18005,84,43,0,1,72,134451
18005,8,18005,7,29,0,3,32,124184
18005,17,36010,110,25,0,5,96,372729
18006,0,36012,117,37,0,4,83,302103
18006,11,18006,8,27,0,4,58,171379
18006,15,18006,21,23,0,1,72,56060
18007,33,36014,146,45,0,3,101,109765
18007,26,18007,8,36,0,5,70,147344
18007,10,18007,49,22,0,5,11,2007
18008,23,18008,95,53,0,0,69,158739
18008,33,18008,41,52,1,3,27,188738
18008,46,18008,67,41,0,1,27,183531
18009,22,36018,95,53,0,1,112,197345
18009,11,18009,62,51,0,3,19,13316
18009,28,18009,15,42,0,5,33,113033
18010,24,36020,105,50,1,7,97,47742
18010,0,18010,63,49,0,3,39,158654
18010,15,18010,79,42,0,4,63,175552
18011,11,18011,86,51,0,3,51,201114
18011,19,18011,85,45,1,1,11,51925
18011,4,36022,33,31,1,4,103,198046
18012,1,36024,130,52,1,3,120,198956
18012,13,18012,40,32,0,0,70,16161
18012,4,18012,46,22,0,1,99,14711
18013,29,18013,27,57,1,5,30,106186
18013,5,18013,13,53,0,3,83,74464
18013,32,18013,15,48,0,4,27,98374
18014,32,18014,71,54,0,1,49,229425
18014,14,18014,51,39,1,3,34,136810
18014,22,18014,21,36,0,4,4,55395
18015,1,36030,43,39,0,2,71,257070
18015,18,18015,59,30,1,4,56,180573
18015,28,18015,97,27,0,0,26,165090
18016,41,36032,133,75,0,2,111,224898
18016,10,18016,54,53,0,1,12,90902
18016,44,36032,158,47,0,4,80,116551
18017,2,18017,7,40,0,3,64,22829
18017,7,18017,20,36,0,1,73,43758
18017,25,18017,23,31,0,1,3,95937
18018,28,36036,144,53,0,6,105,334846
18018,26,18018,86,37,0,1,42,20153
18018,14,36036,140,35,0,10,113,276770
18019,31,36038,36,57,1,10,69,147371
18019,56,18019,38,44,0,3,77,20726
18019,6,36038,22,35,0,8,133,345040
18020,4,54060,131,53,2,12,107,491326
18020,45,18020,74,39,0,2,46,69461
18020,6,36040,41,32,0,5,117,254324
18021,1,18021,0,40,0,3,8,165341
18021,11,18021,33,29,0,4,45,201262
18021,34,18021,19,29,0,1,19,69082
18022,2,54066,154,67,0,5,218,317880
18022,17,36044,141,43,0,5,71,226455
18022,10,36044,165,38,0,5,94,36694
18023,33,18023,71,49,0,1,11,162479
18023,7,18023,94,46,0,1,24,201077
18023,19,18023,59,44,0,4,82,222481
18024,46,18024,87,59,0,5,61,111772
18024,8,18024,4,48,0,1,77,156858
18024,12,18024,83,43,0,5,44,5190
18025,34,18025,76,37,0,5,47,113575
18025,31,18025,8,30,0,5,10,174030
18025,8,18025,15,25,1,1,27,232274
18026,2,54078,164,91,0,10,108,62149
18026,4,18026,3,39,0,3,49,114574
18026,21,18026,60,37,0,4,13,178582
18027,7,54081,126,69,1,6,62,395712
18027,8,36054,42,64,0,4,25,356304
18027,20,54081,164,63,1,5,210,316584
18028,14,36056,129,62,0,4,118,379193
18028,4,36056,100,58,0,3,146,79550
18028,22,18028,4,49,0,1,37,137240
18029,22,36058,47,56,1,5,171,390524
18029,4,54087,90,53,2,9,100,586589
18029,20,18029,89,36,0,2,62,119119
18030,12,54090,70,66,0,9,164,236804
18030,61,18030,68,50,1,2,41,37454
18030,7,36060,100,48,1,4,79,260627
18031,65,18031,79,61,0,3,69,156977
18031,15,36062,68,44,2,10,123,259622
18031,3,36062,135,43,0,5,80,113102
18032,16,18032,66,41,1,4,60,77976
18032,49,18032,93,40,0,1,46,23314
18032,18,36064,107,33,0,5,9,102579
18033,23,54099,94,100,2,13,101,183739
18033,44,18033,32,41,0,4,24,164826
18033,4,18033,79,32,0,2,94,138085
18034,28,36068,125,66,0,8,86,329375
18034,26,54102,230,54,0,7,155,360152
18034,17,18034,6,32,0,0,37,92631
18035,13,18035,70,51,0,5,15,114477
18035,2,18035,14,28,0,1,33,18223
18035,5,18035,67,28,0,4,86,206396
18036,36,36072,123,40,1,5,110,275434
18036,10,18036,82,39,0,1,83,131837
18036,6,54108,167,37,1,10,133,279751
18037,17,54111,105,61,1,13,130,312360
18037,19,36074,86,47,1,2,73,470509
18037,24,36074,78,39,1,5,30,265998
18038,13,54114,178,103,2,10,158,429824
18038,19,18038,85,55,0,1,86,204404
18038,42,18038,47,54,0,4,23,235056
18039,10,18039,15,57,0,1,99,155246
18039,35,18039,72,56,0,3,39,160568
18039,46,18039,87,44,0,4,21,23624
18040,28,54120,165,81,0,10,102,221828
18040,12,36080,131,62,0,3,90,174541
18040,17,18040,48,49,0,2,62,165863
18041,21,18041,22,51,0,2,57,186912
18041,15,36082,78,42,0,7,143,325474
18041,38,18041,62,35,1,1,30,125528
18042,11,18042,82,58,0,3,30,164243
18042,25,36084,134,40,0,5,173,271170
18042,17,18042,24,38,0,3,49,197513
18043,65,18043,44,38,0,3,86,30516
18043,62,18043,26,36,0,2,80,138098
18043,50,18043,84,32,0,0,64,220975
18044,8,36088,11,50,0,0,92,234162
18044,17,18044,13,34,0,5,42,124203
18044,36,18044,18,31,0,5,19,212689
18045,21,18045,49,48,0,0,39,25714
18045,34,18045,31,46,1,1,86,120001
18045,51,18045,86,31,1,3,99,212942
18046,10,36092,99,60,1,7,141,359130
18046,30,18046,29,40,0,4,53,184616
18046,31,36092,56,38,2,0,170,401695
18047,24,54141,145,60,1,5,62,243138
18047,20,36094,87,56,0,7,65,437111
18047,10,36094,120,45,0,1,114,216379
18048,14,36096,146,44,1,3,147,278757
18048,13,18048,6,38,0,2,74,22563
18048,3,18048,88,30,1,2,68,26957
18049,3,36098,68,42,0,5,132,310697
18049,6,18049,55,37,0,1,11,162563
18049,58,18049,70,22,0,0,35,109636
18050,34,18050,46,43,0,5,73,15124
18050,32,18050,56,42,0,3,62,12221
18050,13,18050,4,35,1,5,58,48167
18051,20,36102,126,36,0,1,161,208620
18051,41,18051,21,31,0,0,54,149555
18051,6,18051,26,28,0,5,19,70670
18052,23,18052,96,49,0,1,42,21120
18052,12,18052,99,42,0,1,11,15381
18052,67,18052,9,41,0,2,21,225909
18053,16,18053,88,36,1,4,4,143458
18053,6,18053,80,30,0,5,2,208921
18053,50,18053,84,25,0,4,78,234451
18054,11,18054,26,28,0,3,34,58955
18054,45,18054,51,27,0,1,33,89933
18054,12,18054,12,26,0,4,59,179312
18055,22,36110,141,58,0,5,48,274030
18055,10,36110,44,49,0,4,11,189460
18055,25,18055,99,32,1,5,97,176490
18056,14,18056,78,64,1,1,88,93098
18056,24,36112,40,57,1,3,63,403254
18056,16,18056,69,38,0,0,45,187379
18057,31,36114,56,57,1,6,83,302926
18057,8,18057,3,41,0,5,92,120952
18057,25,36114,151,27,1,7,45,380346
18058,58,18058,31,51,0,2,37,185940
18058,27,18058,6,19,0,0,38,65480
18058,52,18058,63,19,0,4,65,172366
18059,26,18059,10,51,0,3,62,167322
18059,16,18059,38,50,0,1,25,150040
18059,45,18059,90,46,0,5,56,149291
18060,10,36120,102,93,0,5,105,381235
18060,7,36120,50,65,0,8,19,253221
18060,34,18060,14,38,0,2,76,66020
18061,26,18061,1,43,0,4,86,176263
18061,39,18061,69,36,0,3,37,3431
18061,53,18061,58,24,0,1,76,91247
18062,3,18062,84,56,0,0,29,113074
18062,25,18062,45,51,1,2,58,169288
18062,2,36124,67,40,0,6,98,279515
18063,18,18063,30,43,0,0,69,74458
18063,2,18063,56,34,0,2,2,213714
18063,19,18063,48,23,0,1,69,212770
18064,3,36128,142,58,0,4,85,332675
18064,13,54192,142,45,2,7,168,343807
18064,33,18064,77,33,0,3,13,237726
18065,16,36130,139,44,1,3,123,242458
18065,39,18065,3,34,1,0,12,46116
18065,28,18065,44,23,1,2,68,210431
18066,44,18066,22,58,0,3,6,61587
18066,25,18066,64,40,0,1,7,110619
18066,18,18066,36,12,0,4,67,11492
18067,19,36134,63,59,2,4,192,189855
18067,22,18067,45,36,1,5,26,167334
18067,17,18067,19,35,0,3,62,98448
18068,15,54204,155,85,1,6,63,384934
18068,63,18068,53,47,0,4,74,128773
18068,7,36136,25,40,0,8,179,443169
18069,15,18069,59,50,0,2,1,217175
18069,0,18069,37,41,0,4,94,204527
18069,48,18069,86,40,1,4,19,6955
18070,10,36140,96,45,1,6,91,163627
18070,8,18070,61,36,0,0,97,8750
18070,26,36140,37,31,0,8,31,330907
18071,9,54213,114,51,1,8,214,507911
18071,7,18071,43,29,0,4,69,16143
18071,30,18071,35,29,1,3,1,36750
18072,24,18072,0,45,1,1,87,103378
18072,29,36144,113,45,1,5,108,142971
18072,27,18072,69,40,1,0,88,101397
18073,19,18073,27,41,1,1,14,100326
18073,43,18073,82,40,1,1,70,161673
18073,34,36146,90,38,2,3,55,239234
18074,18,54222,189,100,0,3,175,465289
18074,14,36148,91,53,0,7,105,282139
18074,2,18074,77,48,0,0,28,78685
18075,3,18075,41,35,0,4,19,37559
18075,33,36150,86,34,0,1,159,405310
18075,25,18075,80,32,1,4,2,197064
18076,22,18076,23,35,0,4,74,90119
18076,35,18076,46,20,0,0,74,23493
18076,15,18076,7,18,1,3,60,224774
18077,33,18077,84,45,0,0,72,140455
18077,1,54231,207,43,1,7,193,134704
18077,20,18077,78,39,0,0,51,178489
18078,10,36156,127,54,0,9,141,105538
18078,26,36156,102,40,0,4,80,352297
18078,3,18078,64,33,0,2,20,137825
18079,11,36158,72,62,0,6,73,184102
18079,1,18079,47,42,0,1,2,17108
18079,29,18079,25,41,0,3,50,23053
18080,1,18080,94,36,1,1,56,11882
18080,49,18080,55,36,0,5,89,82476
18080,10,18080,28,34,1,2,44,53463
18081,38,18081,31,40,1,3,8,120825
18081,47,18081,56,30,0,5,49,97784
18081,4,36162,54,27,0,2,145,157411
18082,1,18082,34,49,1,1,81,56659
18082,27,18082,44,27,0,2,16,196792
18082,34,18082,5,26,0,0,97,38952
18083,15,18083,89,38,1,5,55,193164
18083,37,36166,88,37,1,4,129,139664
18083,29,18083,39,31,0,3,53,129403
18084,16,36168,135,39,1,3,100,257992
18084,2,18084,37,25,0,5,96,60631
18084,10,18084,21,23,0,1,72,220554
18085,10,36170,79,63,1,6,112,93127
18085,43,18085,60,47,0,1,66,11406
18085,21,36170,98,42,1,6,160,227195
18086,8,36172,117,57,1,8,82,161991
18086,51,36172,114,51,0,7,96,279041
18086,43,18086,75,42,0,5,88,57442
18087,16,36174,86,42,1,6,16,260558
18087,29,18087,45,26,0,5,84,188102
18087,35,18087,38,14,0,4,80,182000
18088,26,18088,90,58,0,3,24,100343
18088,19,18088,5,56,0,3,8,109508
18088,1,36176,89,55,0,4,155,312074
18089,26,36178,133,56,0,1,117,329699
18089,2,36178,38,44,0,5,36,137236
18089,39,18089,25,42,0,1,94,176806
18090,13,18090,14,41,1,4,0,88395
18090,10,18090,18,37,0,3,73,225512
18090,29,18090,53,27,1,5,20,152973
18091,2,18091,95,34,0,3,55,63175
18091,3,18091,29,28,1,5,19,221222
18091,13,18091,73,22,0,0,42,81363
18092,4,18092,23,50,0,1,11,183770
18092,9,36184,95,42,0,5,48,290156
18092,36,18092,73,17,0,5,14,58122
18093,19,54279,59,69,0,10,125,473035
18093,17,54279,58,44,0,9,218,490028
18093,9,36186,40,35,0,9,126,227257
18094,11,36188,72,82,1,3,58,227016
18094,12,36188,41,41,0,2,136,103997
18094,2,36188,20,34,0,5,134,229117
18095,27,36190,41,63,0,7,133,97118
18095,18,54285,123,53,0,10,125,258729
18095,30,18095,10,49,0,1,20,134578
18096,55,18096,79,35,0,1,86,181555
18096,23,18096,14,32,0,2,96,151717
18096,35,18096,62,29,0,0,58,164754
18097,22,36194,64,50,1,3,95,254212
18097,20,18097,18,41,1,5,77,54024
18097,26,18097,89,39,0,5,60,68150
18098,39,36196,94,37,1,4,102,187683
18098,33,18098,66,36,0,3,87,40221
18098,45,18098,12,36,1,5,58,131630
18099,2,18099,82,45,1,1,70,229522
18099,47,18099,57,42,0,4,54,19208
18099,18,18099,33,35,0,1,8,157621
18100,17,18100,9,48,0,0,36,179153
18100,23,18100,75,40,0,2,35,112746
18100,6,18100,54,21,0,5,84,223309
18101,10,18101,85,43,0,1,87,54658
18101,5,36202,43,41,1,4,103,72947
18101,20,18101,71,23,1,1,21,90420
18102,40,18102,70,43,1,3,58,171059
18102,3,18102,81,38,1,5,79,184858
18102,37,18102,69,29,0,0,59,41305
